#pos.x,pos.y,pos.z,vel.x,vel.y,vel.z,acc.x,acc.y,acc.z,rot.x,rot.y,rot.z,w.x,w.y,w.z
#[m],[m],[m],[m/s],[m/s],[m/s],[m/s^2],[m/s^2],[m/s^2],[deg],[deg],[deg],[deg/s],[deg/s],[deg/s]
0.8325561231,0.1252401703,0.301585821,0.9697133209,0.8237209964,0.4290376869,0.4117507715,0.0114917012,0.0878351917,0.0902623728,0.1785028637,0.4199605467,0.1924081234,0.8480050417,0.3278418144
0.8552168448,0.0338375092,0.6610537338,0.2699873015,0.6391865519,0.766535337,0.4889026474,0.4855675679,0.3112648217,0.6898660948,0.0519724875,0.6638214409,0.7320035645,0.0435888792,0.8468256071
0.6618310181,0.7320331787,0.8191614186,0.3402429888,0.6179292015,0.0664485911,0.078127974,0.4270345704,0.3308394346,0.5490802878,0.3116669724,0.8203234602,0.6918651333,0.7142153308,0.0859480964
0.9972782484,0.1788487232,0.5142984682,0.6974837976,0.2498523562,0.6539565799,0.0016339679,0.9912256773,0.737162803,0.7234039338,0.5222430468,0.7468775898,0.2735111182,0.9394026377,0.4881970717
0.7429740243,0.2834358476,0.0770227392,0.7010116631,0.6150413489,0.0903102191,0.0571222582,0.3010735016,0.9870955941,0.7493465808,0.0585146849,0.7348165346,0.2772726669,0.5892641328,0.5476110356
0.4355670426,0.8880975258,0.7039999671,0.4576800555,0.453851603,0.6112456333,0.6670478764,0.0397257602,0.1551354347,0.5354737731,0.864677791,0.0289098712,0.4292535329,0.5090378821,0.6754346109
0.4384783907,0.8341187419,0.6171947952,0.1597332949,0.8092646085,0.0829604325,0.2404609944,0.3900066465,0.5014276339,0.378194161,0.4306955993,0.5369913052,0.3095390111,0.1001053515,0.2261423991
0.9461831592,0.0816952393,0.8232515077,0.1821821764,0.6039228292,0.7106887731,0.8671241716,0.276378125,0.0599204548,0.8423261376,0.8210518972,0.1787896202,0.1670230988,0.7203783288,0.2858500381
0.4786715278,0.5908157367,0.3054933669,0.8338386276,0.5414545596,0.0747114444,0.6089939347,0.5401212952,0.4168680068,0.4726464832,0.4709428037,0.9903005963,0.3792069106,0.1241136386,0.7664876551
0.6808157732,0.8102175653,0.6932616205,0.2581884473,0.1203916518,8.96441282408406E-05,0.8484087327,0.933603117,0.5162300794,0.1149671248,0.8669645966,0.1281137877,0.7635795169,0.8571840419,0.1452154885
0.2130955708,0.8700858184,0.0914952885,0.6439478927,0.1894217186,0.9885442734,0.4300030234,0.0007944961,0.0315467751,0.0468543608,0.2216611055,0.0743661042,0.0829739689,0.0926060121,0.0020954788
0.3781600384,0.5410131928,0.7203910378,0.5608315041,0.3771138202,0.1797176323,0.4472213562,0.312352449,0.8800817468,0.2228489583,0.0042034724,0.8633642011,0.5728691959,0.7437940058,0.672089635
0.3383459613,0.5924111736,0.9428873547,0.6198013568,0.9388793752,0.9471704105,0.7640594069,0.161710691,0.5386466573,0.3156481453,0.2790195746,0.6343525721,0.4145682108,0.8976871564,0.8531080835
0.5597118944,0.5269412619,0.1540473982,0.4688401866,0.5503856482,0.8026298895,0.0193066697,0.5179659674,0.3449515083,0.1428195939,0.4488654707,0.3201355593,0.9006562809,0.571747451,0.0789281063
0.1205290885,0.6959198027,0.6424084314,0.3352851877,0.2613876076,0.0350954744,0.8040934381,0.2677748415,0.7660388798,0.2389420357,0.1029896181,0.5634915025,0.92078813,0.8090261354,0.2579006787
0.3568640229,0.2459258744,0.4026331008,0.3527163797,0.9307763788,0.2304345781,0.4953228007,0.2993691262,0.4530256645,0.5652340208,0.7675436595,0.0876558987,0.3064092062,0.0529982913,0.5365644247
0.4930491142,0.8984022033,0.1736612369,0.7540489715,0.5581039343,0.0275459754,0.9664296918,0.605280032,0.1457138637,0.9018848212,0.165252354,0.2747245029,0.0779543392,0.8431516971,0.9839777082
0.9209749365,0.5177277069,0.3300294432,0.1822348505,0.1524617297,0.3380309153,0.0390038414,0.6217351662,0.495441384,0.928962076,0.8840695769,0.335887489,0.990405278,0.5140446311,0.2708981863
0.2960654386,0.4127994632,0.2624131181,0.0551786795,0.6566903696,0.6523331195,0.146524338,0.8562047307,0.2936036434,0.0224859459,0.2249425241,0.2151332506,0.1510672208,0.6201915445,0.4565044177
0.1638390843,0.7108161723,0.1441953498,0.2871562288,0.7748135431,0.6392857729,0.5142964317,0.0244709433,0.2950437385,0.7021323101,0.4396907107,0.1277947994,0.178198229,0.3972903241,0.4586766829
0.8018793215,0.3022024422,0.8251948546,0.4926157606,0.3047673424,0.4021474012,0.5560796733,0.5967077274,0.3620553529,0.7024257744,0.9547919103,0.0639832751,0.7946276928,0.1784597804,0.7343986182
0.6220301597,0.352951817,0.9286711656,0.9897902802,0.6971968825,0.4787662719,0.563386785,0.9417779859,0.076646196,0.6807022626,0.3316873517,0.5598244337,0.1121476768,0.4805615235,0.0041696374
0.5730726109,0.1629953927,0.120487451,0.0553399446,0.8428742591,0.0451626679,0.1646414687,0.3111322905,0.5907718398,0.5074814424,0.5927853597,0.2957535114,0.0627980932,0.1699578116,0.5313203937
0.8191096527,0.9249814415,0.1823297411,0.6433443776,0.2851318558,0.0083699173,0.0585345925,0.5992305026,0.6882988761,0.4066681223,0.585457255,0.3335839954,0.4838513294,0.019305436,0.9676431704
0.6135051508,0.0636037522,0.5426909992,0.9684310589,0.7049489778,0.7856070439,0.8431039848,0.9452137111,0.5928025854,0.5789996479,0.2532551785,0.2112657622,0.1250388242,0.2951675156,0.9662239411
0.8153315709,0.9874292963,0.7153339408,0.8294348281,0.5961525868,0.0065150438,0.9510204114,0.5315437903,0.4094631686,0.1930705779,0.2048880945,0.3138090034,0.0014520868,0.2149315985,0.3236885451
0.1995741039,0.7503080545,0.1803972196,0.6649076046,0.3880133123,0.210514801,0.7628592732,0.3196663835,0.6444723518,0.0457065013,0.7406264362,0.3970165052,0.4236167006,0.9971816698,0.7875832076
0.2431465389,0.9829555722,0.037809128,0.0011539747,0.5017829248,0.851783928,0.4665724744,0.4317192331,0.9250442778,0.8149764285,0.9875551724,0.5850709236,0.4929632947,0.3392674109,0.8176821486
0.3808776881,0.7951047046,0.957682398,0.6102899547,0.2661411636,0.5623073088,0.1990852023,0.2826256338,0.4195806013,0.592345916,0.8189979197,0.7492634758,0.8449405599,0.5543836943,0.7023745698
0.4830175248,0.9027312919,0.8360733822,0.1118060316,0.0548842155,0.2833269163,0.897923009,0.5702940157,0.4556875785,0.7012003486,0.4950903495,0.0687880796,0.3974999739,0.8522362054,0.6053348005
0.0008990251,0.1294277285,0.4900273842,0.2364126725,0.004961237,0.1906833869,0.505174464,0.577623296,0.5371139055,0.2669960345,0.3909235887,0.3073151268,0.2795431082,0.7688557548,0.3997931545
0.5474424973,0.3151752633,0.1341528147,0.767448785,0.5664191981,0.0108334828,0.7724052709,0.8045506485,0.2384894598,0.6968510763,0.0218911721,0.4392019479,0.3027118852,0.0074961779,0.4775699498
0.3842660918,0.243046237,0.5794912349,0.9356438424,0.2967628917,0.9693933228,0.7592126778,0.652297759,0.6755129066,0.3642919097,0.7119351123,0.517618521,0.0349794771,0.9242166173,0.8819390504
0.9044291835,0.9040176337,0.5146753872,0.3931301295,0.4230245973,0.3782899789,0.8461951029,0.7599741705,0.7327913892,0.8663158637,0.1600209946,0.1526815926,0.3400624736,0.6007798952,0.7328023381
0.4637771839,0.9010501708,0.0787714105,0.0712532601,0.7276136593,0.2295836646,0.6522603807,0.7903596837,0.3299113566,0.6538847798,0.0277870435,0.3134812924,0.8185001585,0.5703122373,0.8708893522
0.52605148,0.1551156096,0.0469720499,0.5318522416,0.1953217569,0.0447504641,0.333770065,0.7864517984,0.3627438779,0.2771444863,0.3174847779,0.5636196957,0.4074672541,0.1538451969,0.2005314474
0.8956552576,0.1605772589,0.3535647932,0.4188410631,0.1706940157,0.3657591485,0.1022134242,0.2633738297,0.4497189182,0.5237969839,0.2933133948,0.1806187866,0.9141605102,0.5315760533,0.7783298064
0.8432690396,0.4435139721,0.899441751,0.8588338824,0.4537269744,0.7457939431,0.3010049731,0.9461967331,0.0237309236,0.7386334472,0.2664258541,0.2893723521,0.1595327309,0.6588951582,0.4622168565
0.6742851882,0.2105559973,0.4035079566,0.9910494743,0.1879698802,0.592960443,0.963509694,0.1566039649,0.062017338,0.0582979884,0.6968080204,0.8862282448,0.055836921,0.0977633792,0.0112025661
0.95410301,0.7753212715,0.675485072,0.1043854915,0.1185076623,0.4580992468,0.2381494071,0.0184496059,0.7522216741,0.0110388552,0.345541826,0.8063305259,0.6992324067,0.7619151549,0.5104541766
0.5888812922,0.2997548172,0.560252701,0.5549648972,0.5954696147,0.5715948638,0.3946460511,0.5659090476,0.791146542,0.9718072771,0.9847532788,0.3662117273,0.8292838697,0.5828022772,0.0683327568
0.2660532621,0.2168648044,0.0471342072,0.6650552227,0.1702282863,0.3261419124,0.0389972007,0.8360962441,0.0534579925,0.9862226553,0.6872197528,0.438636855,0.6055304763,0.9071268053,0.5694881843
0.9442096728,0.5140073808,0.8384473298,0.8766078861,0.2189223856,0.7755484826,0.7172029085,0.8554703116,0.0374489152,0.1192428016,0.915536908,0.2401578821,0.6009612465,0.7563416061,0.5768130498
0.8700155609,0.8481706741,0.1132897607,0.0129819801,0.6862780153,0.2185927439,0.5465964083,0.1175556853,0.4422088424,0.3315856334,0.0186084491,0.5027293199,0.1964524858,0.2644006814,0.3474610829
0.6040135976,0.4108740939,0.3071940995,0.4926134206,0.2968901284,0.6284861903,0.2219149179,0.8093302011,0.6959617513,0.119130079,0.1202253513,0.8519457554,0.7570440192,0.6512829652,0.0606432134
0.7115561892,0.6597085305,0.4830295071,0.4736133558,0.2352512664,0.9831954561,0.3138485688,0.0200247853,0.4045857359,0.4371674803,0.4540906074,0.6911207195,0.0081182214,0.3220505323,0.8701362357
0.2100970152,0.4280922704,0.0521818441,0.9633496964,0.4981070137,0.0174938666,0.2323744981,0.9341179994,0.8221932495,0.8101717983,0.0396737592,0.2752243771,0.783932061,0.4119845029,0.6477607323
0.9249226638,0.2019174766,0.3218336426,0.9276554761,0.4949184345,0.9169222673,0.9473749766,0.5156876679,0.5450476904,0.0685448012,0.1128989564,0.4770178335,0.1580799791,0.5728441594,0.5114241309
0.6984146882,0.3465914702,0.0916126941,0.2216485766,0.7888643421,0.4537758644,0.7874626257,0.371999329,0.5860339749,0.6461983415,0.1148289881,0.9992397976,0.4919034944,0.7481351238,0.4784908371
0.8268778983,0.7731684659,0.5784080746,0.878226047,0.2662207397,0.9224121395,0.8717667739,0.2627815634,0.6137005685,0.9165994622,0.2167789172,0.0007708469,0.3306807984,0.2206105087,0.9315387453
0.5485231055,0.5505885003,0.9557983249,0.2267139867,0.8766677616,0.9719715396,0.2371845783,0.9924802973,0.7512308676,0.2215043833,0.0216992575,0.4434215696,0.0438959156,0.1682895947,0.5988797778
0.6954669701,0.0026295194,0.4659473129,0.3719158373,0.2250457353,0.3769778309,0.9405523698,0.1824254179,0.2715346853,0.3492436135,0.1238673594,0.7217756728,0.3904597288,0.6125158304,0.5459682496
0.8908296535,0.5438275887,0.6593312331,0.2916386205,0.6938266387,0.7196789956,0.2744351279,0.9407999442,0.4189942863,0.4672178868,0.1543491463,0.3308665798,0.3547234787,0.1775485749,0.2270849941
0.2108167911,0.1389776586,0.6949915343,0.8778983316,0.3503604611,0.1970340643,0.4103310689,0.1742663877,0.8289962096,0.4957593807,0.2830024422,0.6187793494,0.248366567,0.8973416386,0.0557403414
0.5536763319,0.1222719208,0.4741285382,0.0172199611,0.9803494279,0.3724839872,0.5238678922,0.2565649327,0.161634371,0.2769126452,0.4590067742,0.6500228603,0.0632243035,0.5787379959,0.3526513105
0.2949956793,0.9386451649,0.0505704824,0.3074727615,0.8260227529,0.706114557,0.7122068637,0.3173682978,0.2922030613,0.3050845548,0.6685858882,0.6668960338,0.5527272936,0.9272465493,0.281398423
0.2526413574,0.2731423763,0.6746701307,0.9792979215,0.3051065699,0.5444544867,0.3005275549,0.7177511175,0.3417796781,0.3413627883,0.355089356,0.0605321648,0.7058477003,0.6491950898,0.967100663
0.0884541898,0.4493303651,0.0813322194,0.9495878673,0.1532811434,0.7760982681,0.2157548199,0.2416426045,0.9457508179,0.2594605787,0.3464348295,0.5642296814,0.2056892302,0.6800023739,0.9014136139
0.4300540716,0.6239833586,0.2350111071,0.9040559893,0.8243178964,0.6026173269,0.2286074184,0.5671117996,0.2125566954,0.1647792972,0.3271449071,0.1511832222,0.510143456,0.5287677467,0.2738508991
0.0977392913,0.3889341205,0.4052498882,0.3705890548,0.1488129032,0.717928266,0.0980788343,0.1042698461,0.2752124584,0.8703876463,0.4270754662,0.9442731672,0.4604520646,0.4274346767,0.1898732889
0.4146449209,0.2649448046,0.9336588925,0.1799677845,0.6100927856,0.549164671,0.2915738804,0.4862440567,0.2894945924,0.0979730857,0.7231719769,0.4864852082,0.1364347805,0.8722720645,0.803041135
0.7339066282,0.9580521231,0.2708945186,0.9033387883,0.0415256614,0.6984981281,0.6097487227,0.6476257151,0.2324238145,0.18969326,0.7356286977,0.0943578011,0.9763054104,0.0024576547,0.0074291893
0.6075303748,0.5409432953,0.5214284995,0.9676936685,0.5014343915,0.5480314134,0.0980561726,0.2825538146,0.945357169,0.3389666945,0.7989968625,0.6188837646,0.614587113,0.7860278686,0.1982963142
0.4876155583,0.2780588852,0.878616228,0.7189540039,0.9462433469,0.5759148156,0.8485243134,0.6669900845,0.944494571,0.5273691891,0.3249843394,0.4503767336,0.1829974704,0.214565778,0.2502508339
0.4204443214,0.6771736495,0.8502411585,0.1683361919,0.9476222795,0.0996493958,0.8890266826,0.6528547263,0.7376246012,0.7572398047,0.2225985429,0.5648104741,0.2090674401,0.2107517271,0.6949725085
0.4754065115,0.8757861027,0.1993649434,0.5032499159,0.528511028,0.100483997,0.6255456464,0.2442765723,0.7032216364,0.3552554278,0.2555375465,0.6213888833,0.3488560237,0.3143885868,0.1022904189
0.5465769442,0.7513095968,0.1642251888,0.0330530998,0.5264601166,0.5303983574,0.5047490041,0.4401638846,0.2316771215,0.4795392577,0.4487512028,0.1990823861,0.8476911701,0.1350097587,0.962402514
0.9154688907,0.825364165,0.3250993291,0.4140749296,0.7787768518,0.781344705,0.9054492421,0.1813071339,0.2371756487,0.0035743948,0.2275884623,0.1088925673,0.088432231,0.9379122286,0.8185349854
0.20508083,0.1960328904,0.8113283851,0.9128024127,0.2109031775,0.0235516237,0.1444202151,0.9755854797,0.2748482883,0.4279792355,0.1023097165,0.0402178218,0.3185951753,0.6355088313,0.0261244952
0.4360172508,0.9493792787,0.5107637124,0.9505528818,0.2471226397,0.5195729273,0.6136901928,0.600866139,0.6730727365,0.5174408739,0.7371016092,0.8623396759,0.7457666791,0.4946081889,0.8337557995
0.0736450034,0.2761200199,0.0508578361,0.232441428,0.5775964915,0.3533061417,0.8121754714,0.2463309468,0.0378722272,0.9857362726,0.8997557066,0.8041519899,0.7837749972,0.5499063627,0.9866744182
0.5157943593,0.5553795775,0.2030000976,0.4221706156,0.9937006197,0.6319967748,0.6045565319,0.1942114801,0.4903266606,0.8159105081,0.8459467293,0.5513559631,0.4047214115,0.4526604829,0.7913502486
0.6409495215,0.8302748321,0.7294597271,0.6675211805,0.1547916143,0.849719867,0.9106061203,0.7859834119,0.5533803136,0.2370819273,0.1566318938,0.4554864369,0.757731264,0.0644799646,0.8139089855
0.5358225778,0.0379526116,0.4327540007,0.5521814599,0.2017282451,0.295215495,0.594128625,0.3726853301,0.2432588,0.9509325077,0.4071568673,0.3418659499,0.2112588863,0.8463141352,0.9131308718
0.7653888858,0.9361786326,0.4674449099,0.4914199936,0.3804919647,0.9112404461,0.9488122278,0.6580926366,0.0801616653,0.287110998,0.5927547373,0.4018653016,0.9552668669,0.8144935448,0.5172315977
0.5574750165,0.3785618133,0.1146405231,0.0448018238,0.036600498,0.2179139287,0.2583156752,0.4331989027,0.4364030309,0.8816875274,0.201472128,0.4682263876,0.6221707996,0.8172596225,0.5603109126
0.7482924581,0.00375746,0.2382524622,0.8683759642,0.1922360787,0.4210532637,0.683732958,0.7708731198,0.9361938048,0.115147202,0.1847284985,0.6419175689,0.1377794566,0.7963797611,0.9060361977
0.3111312397,0.9957822521,0.5988903551,0.4676153329,0.1258826377,0.0736819044,0.3928032527,0.1370010726,0.449685185,0.1016300129,0.0837442677,0.7346378641,0.8283203987,0.7693973042,0.4986516951
0.3170303777,0.0427398075,0.9910328878,0.5913063098,0.0188335764,0.0376908058,0.1193003791,0.7128824077,0.7416405901,0.1313229033,0.5981994827,0.7798744564,0.4574664435,0.1374240132,0.3134249966
0.3084794321,0.9628917187,0.4429570805,0.5635857225,0.9556470892,0.7187700292,0.601175473,0.5984428199,0.5456162254,0.361556955,0.695344808,0.950292948,0.6764456022,0.0511494613,0.8667519117
0.5502173036,0.2121010107,0.3583377923,0.6790833005,0.5357561088,0.0413293824,0.2349100866,0.5077527569,0.5027608138,0.3154447101,0.6960407398,0.6030682789,0.7039767522,0.4993231872,0.4599301262
0.2851036138,0.1950518466,0.4278980161,0.0330099409,0.2510701915,0.2908040487,0.0016153517,0.2842685032,0.3087575168,0.3451295428,0.7484526772,0.722266292,0.67494862,0.2191549068,0.5862791867
0.0202647644,0.9871163832,0.0200209987,0.7363192331,0.4799772514,0.8479026248,0.910571629,0.3695788995,0.5510988613,0.3663448094,0.9182323464,0.8686896328,0.6012052502,0.2994153015,0.0485821756
0.1191106668,0.5153646633,0.9326570852,0.8147072424,0.6443405705,0.5911697569,0.2328816737,0.8921589919,0.1239428859,0.2337916063,0.0546793606,0.7134216529,0.0217033363,0.9058520053,0.0321147828
0.9928381193,0.6144255255,0.2223478279,0.2296124824,0.9699287327,0.9052197493,0.1195253953,0.3057301847,0.2579474672,0.7793140448,0.3202905917,0.4890690615,0.7411339611,0.1769530627,0.8667529488
0.7005815421,0.8036412634,0.9596873477,0.6378546746,0.3702523436,0.2572560633,0.1864604622,0.5668106342,0.0577929237,0.5826114259,0.4457866497,0.4765747655,0.1726324839,0.6502954515,0.9244531067
0.7774059106,0.7610930581,0.7386335169,0.1481368469,0.3195910719,0.0049406423,0.8724426245,0.8122256636,0.3346877855,0.298863334,0.7569333839,0.2200598923,0.5984723165,0.016861942,0.3166950582
0.6763061126,0.3587613297,0.0187895337,0.8299373314,0.2932171684,0.0758577884,0.4664281432,0.1449697433,0.530400015,0.4203380494,0.4070441533,0.2757670609,0.5381852349,0.9485394248,0.9793254209
0.9308440828,0.3809209409,0.7226004093,0.7521874214,0.3845844814,0.5893265334,0.0704897172,0.5002084529,0.3318394674,0.932762297,0.8655497283,0.4735588333,0.4044258723,0.0212583475,0.4879168024
0.6175892271,0.6791489064,0.0285806951,0.4756286305,0.1245201908,0.9396635013,0.368114136,0.6747456888,0.0633171053,0.0442931734,0.9241090986,0.3953005715,0.6063716824,0.7701381796,0.3386056409
0.6494639164,0.9821157499,0.1756100332,0.2449550613,0.27891781,0.7242514658,0.2859763558,0.7425345476,0.8439731057,0.6133075075,0.7936426653,0.4002744292,0.9065260865,0.1095644911,0.1809194059
0.9733520319,0.9814364506,0.3376541759,0.3698135511,0.5823631697,0.1247230017,0.8529653035,0.8323930268,0.2204598065,0.0065279816,0.0677099049,0.7842255837,0.0669945499,0.3094730028,0.6629150633
0.3772275112,0.9310058123,0.5794054775,0.8360309099,0.3908048549,0.8565701896,0.7756762454,0.8710726583,0.9090152569,0.3282438148,0.2486038152,0.2754587728,0.7792216844,0.7412319961,0.9288744912
0.1664604644,0.7136574802,0.725679534,0.3126444312,0.4077592096,0.2651600253,0.9582637105,0.2572860411,0.8089014189,0.8290197481,0.1291131163,0.7271136097,0.6028985964,0.5436399722,0.3406074029
0.3764127749,0.5542794204,0.2942759265,0.3652949346,0.6899818924,0.8882204851,0.0666677852,0.2555782286,0.3450668033,0.2195252465,0.8441320449,0.3827094409,0.3190691382,0.3380413284,0.2428542043
0.5200858212,0.8626860747,0.2391039567,0.6834284381,0.0345482786,0.0824763189,0.2557920579,0.118455599,0.1598615223,0.5199360305,0.3403417563,0.7178492219,0.4222130738,0.9934102189,0.7919976464
0.6520485473,0.9235561945,0.7321097977,0.6530243574,0.1022490283,0.698842368,0.7403441029,0.4633057721,0.28554392,0.3216996932,0.5618279311,0.9235782582,0.5435575096,0.642193108,0.0651461928
0.2359417637,0.4768954555,0.9691637053,0.7799426004,0.7349313689,0.5304865718,0.6529446443,0.1677158784,0.017576651,0.7386050997,0.606849484,0.3413729596,0.0210573957,0.0822893021,0.4456783235
0.5309097886,0.1671253629,0.8029576663,0.8708544079,0.6624435383,0.0719034395,0.4892798762,0.548525984,0.4418965924,0.5115134091,0.3031644463,0.7481445281,0.5240070501,0.4126571183,0.9276774809
0.8595171465,0.1461088384,0.8145487747,0.6789225413,0.0083776755,0.4728373477,0.5628809027,0.5501511211,0.3481207319,0.249268799,0.0800419974,0.1150957961,0.0832274473,0.579972368,0.0217832758
0.2464596974,0.9386129303,0.4803051435,0.1736085626,0.2453539164,0.5742882214,0.599700061,0.8621964641,0.535944195,0.8542602862,0.9236144467,0.1286999994,0.7603939767,0.4377572132,0.4232311288
0.9549442175,0.8497692661,0.1475339131,0.6070316598,0.692164665,0.1500459688,0.667042637,0.4696127269,0.6607392761,0.1369770502,0.5822973502,0.7462748424,0.8461320383,0.2062222478,0.7096678936
0.4459685479,0.9640573087,0.2503512732,0.226831793,0.5529569125,0.6490156368,0.8211672243,0.4747742619,0.5181609586,0.0411599484,0.2918975795,0.2927080191,0.5093904364,0.2032919823,0.0785677642
0.4862002072,0.4228677001,0.4141796111,0.9023171185,0.4912453576,0.9355234206,0.0313427901,0.6162045525,0.8196902969,0.0394761635,0.521332257,0.6072415572,0.7827919058,0.519728418,0.4119005517
