#pos.x,pos.y,pos.z,vel.x,vel.y,vel.z,acc.x,acc.y,acc.z,rot.x,rot.y,rot.z,w.x,w.y,w.z
#[m],[m],[m],[m/s],[m/s],[m/s],[m/s^2],[m/s^2],[m/s^2],[deg],[deg],[deg],[deg/s],[deg/s],[deg/s]
0,0,0,0,0,0,0.000469406,-0.001309313,-0.002480963,0,0,0,-0.178939945,0.092330282,-0.100469148
0,0,0,0,0,0,0.001166754,-4.80E-05,-0.000815603,0,0,0,-0.218129735,0.209279749,-0.145907466
0,0,0,0,0,0,0.00502416,-0.003041227,0.001418701,0,0,0,-0.224368776,0.334335691,-0.137659363
0,0,0,0,0,0,0.003743736,-0.002689579,0.00530575,0,0,0,-0.226786807,0.534754846,-0.184586846
0,0,0,0,0,0,0.004695502,-0.001679138,-0.001420921,0,0,0,-0.17853129,0.495872597,-0.228213868
0,0,0,0,0,0,0.000224831,0.001772979,-0.001345516,0,0,0,-0.095446916,0.487022636,-0.203072002
0,0,0,0,0,0,0.001678498,0.002093916,-0.009374259,0,0,0,-0.019381825,0.413001368,-0.206433688
0,0,0,0,0,0,-0.000445783,0.00210575,-0.003123145,0,0,0,0.01700258,0.336429949,-0.147012536
0,0,0,0,0,0,-6.55E-05,-0.000644292,0.003509412,0,0,0,-0.133878699,0.137362579,-0.019432867
0,0,0,0,0,0,9.06E-05,0.000195318,0.001785633,0,0,0,-0.120593961,0.066439404,0.024536874
0,0,0,0,0,0,0.000416583,0.000587296,-0.001250763,0,0,0,-0.133337908,-0.037561525,0.06385181
0,0,0,0,0,0,-0.001993034,0.00314703,-0.005521838,0,0,0,-0.109742443,-0.131420192,0.137084844
0,0,0,0,0,0,-0.000956215,-0.000186996,-0.000880021,0,0,0,-0.067158117,-0.226825027,0.182264962
0,0,0,0,0,0,-0.003821935,0.000469284,0.003698272,0,0,0,-0.079367102,-0.328778034,0.3154884
0,0,0,0,0,0,-0.000499827,0.00487599,0.00398897,0,0,0,-0.073286775,-0.308172986,0.356751036
0,0,0,0,0,0,0.00116623,0.005786995,0.00412784,0,0,0,-0.074414954,-0.240073324,0.361658533
0,0,0,0,0,0,-0.002005079,0.000628576,0.004663931,0,0,0,-0.063054428,-0.195800474,0.377935507
0,0,0,0,0,0,-0.003850861,0.003820724,0.000505102,0,0,0,-0.089751354,-0.128212293,0.400732243
0,0,0,0,0,0,0.001106736,-0.001007584,0.007984484,0,0,0,-0.070927074,-0.095022414,0.396188132
0,0,0,0,0,0,-0.003064804,-0.002559271,-0.000920501,0,0,0,-0.040474877,-0.081291744,0.373689297
0,0,0,0,0,0,-0.002446539,-0.001327735,4.89E-05,0,0,0,-0.02570162,-0.056300422,0.358390702
0,0,0,0,0,0,-0.003275005,0.001322825,-0.004439345,0,0,0,0.055507,-0.031487753,0.297387325
0,0,0,0,0,0,-0.000676339,0.000641687,-0.003381948,0,0,0,0.116579832,-0.006629607,0.181790867
0,0,0,0,0,0,-0.004213467,0.003204,-0.00585131,0,0,0,0.260290814,0.04920919,0.070844184
0,0,0,0,0,0,0.001108256,0.00059166,-0.008460371,0,0,0,0.259941701,0.037429966,0.008222966
0,0,0,0,0,0,-0.000209871,0.00310329,-0.001407827,0,0,0,0.227295491,0.039874914,-0.040401199
0,0,0,0,0,0,-0.004825286,0.000627814,0.003356345,0,0,0,0.157640699,0.059092213,-0.098549918
0,0,0,0,0,0,-0.001362317,-0.000835534,0.004439718,0,0,0,0.116402925,0.088557406,-0.149285213
0,0,0,0,0,0,-0.000325647,-0.000557579,0.001201567,0,0,0,0.076710619,0.091355627,-0.200516129
0,0,0,0,0,0,-0.002795493,-0.001562966,0.00183547,0,0,0,-0.001709271,-0.020448243,-0.377447406
0,0,0,0,0,0,0.001888709,0.000525979,0.002711046,0,0,0,-0.035881435,-0.120091968,-0.357389872
0,0,0,0,0,0,0.001828735,-0.001004466,0.002208006,0,0,0,-0.057354465,-0.152017175,-0.293237908
0,0,0,0,0,0,-0.000906842,-0.001438218,0.009226949,0,0,0,-0.077195855,-0.135938832,-0.264223514
0,0,0,0,0,0,-0.001754539,0.001822417,0.006845861,0,0,0,-0.131871373,-0.117652425,-0.272092687
0,0,0,0,0,0,0.001711977,0.006496869,0.000832713,0,0,0,-0.155863467,0.012663515,-0.235601502
0,0,0,0,0,0,0.003631237,0.004298188,-0.001703929,0,0,0,-0.116556668,0.075184555,-0.174707422
0,0,0,0,0,0,0.002524846,-0.000851023,0.000413159,0,0,0,-0.125424349,0.104535934,-0.163785587
0,0,0,0,0,0,0.004439735,-0.003413515,-0.002774065,0,0,0,-0.171357987,0.072733933,-0.161329903
0,0,0,0,0,0,0.001207778,-0.005324284,-0.00169993,0,0,0,-0.17768481,0.032355038,-0.132614759
0,0,0,0,0,0,-0.000494235,-0.003811554,0.00535562,0,0,0,-0.146973212,0.019167257,-0.066549493
0,0,0,0,0,0,0.002328502,-0.000216525,0.002317346,0,0,0,-0.132894685,2.74E-05,0.018743914
0,0,0,0,0,0,-0.000125334,-0.002759133,0.001691532,0,0,0,-0.149204217,-0.018900118,0.23695407
0,0,0,0,0,0,0.003318738,-0.007102015,0.015615352,0,0,0,0.188520627,0.154808478,0.189125681
0,0,0,0,0,0,0.031904555,-0.094655112,-0.066715154,0,0,0,3.234041658,1.870147185,-0.764578989
0,0,0,0,0,0,-0.077034195,-0.103770351,-0.107972896,0,0,0,10.59441405,3.382187242,-3.361003582
0,0,0,0,0,0,-0.007673442,0.04388152,0.050722246,0,0,0,6.723067678,4.465287732,-7.366932094
0,0,0,0,0,0,0.201558453,-0.089246217,-0.09704437,0,0,0,-10.93102059,-7.593898067,1.044307328
0,0,0,0,0,0,0.033580841,-0.039569096,-0.020402935,0,0,0,3.831920541,-4.774438508,0.692410394
0,0,0,0,0,0,-0.053271576,0.157136679,0.182198684,0,0,0,-1.032786958,0.540688542,2.047479408
0,0,0,0,0,0,0.017123199,0.033370125,0.036535308,0,0,0,-10.06533749,3.046933162,2.644121805
0,0,0,0,0,0,-0.001156153,-0.044832519,0.0577959,0,0,0,-5.634498564,1.423640505,3.262265165
0,0,0,0,0,0,-0.060952507,0.05885702,0.073326435,0,0,0,-3.684794511,-2.776467946,4.816142357
0,0,0,0,0,0,-0.011889536,0.011364127,0.051200509,0,0,0,-5.104527798,-2.072574929,5.517611484
0,0,0,0,0,0,-0.015511303,-0.086048181,-0.078413145,0,0,0,-5.715639902,-0.344475454,4.019043309
0,0,0,0,0,0,0.019821886,0.090424037,-0.019291557,0,0,0,-0.575310453,2.284938053,4.006257535
0,0,0,0,0,0,-0.020316665,0.012178254,-0.08738261,0,0,0,0.250144466,1.558778836,5.362750099
0,0,0,0,0,0,-0.042630883,-0.023496654,0.011638452,0,0,0,1.006203274,1.153578368,2.155964643
0,0,0,0,0,0,-0.016925565,-0.005954583,0.002708206,0,0,0,2.783778706,-0.281977361,-5.474232811
0,0,0,0,0,0,-0.013878959,0.029550228,0.004732801,0,0,0,2.295165432,-1.307947483,-5.154732141
0,0,0,0,0,0,-0.007265469,0.044853325,0.021022982,0,0,0,0.490662394,-1.605874135,-5.014248345
0,0,0,0,0,0,0.015421155,-0.003748989,0.030129128,0,0,0,1.45765659,-0.873417546,-4.560986343
0,0,0,0,0,0,0.033857591,-0.012546959,-0.065590301,0,0,0,3.222934361,1.615774745,-1.434686659
0,0,0,0,0,0,0.011132032,0.009488328,0.019764343,0,0,0,-0.164608794,-1.183929602,-1.414048685
0,0,0,0,0,0,-0.009290058,0.028891467,0.004842032,0,0,0,1.715764007,1.462857354,0.093447995
0,0,0,0,0,0,0.004581367,0.003476449,-0.000705674,0,0,0,1.058279289,1.385773461,1.501297113
0,0,0,0,0,0,-0.032601229,-0.009200049,0.015903615,0,0,0,-1.403969353,0.642427703,-0.170087111
0,0,0,0,0,0,-0.021050674,-0.005772105,0.035844768,0,0,0,-2.195889342,-0.238108038,-0.639914908
0,0,0,0,0,0,0.030442202,-0.025888594,-0.03734837,0,0,0,-0.944048185,-0.721760224,-0.556328261
0,0,0,0,0,0,0.007472439,0.009507756,-0.017320396,0,0,0,2.086587717,0.917925193,1.672252733
0,0,0,0,0,0,-0.016377656,0.009723911,0.028204535,0,0,0,2.723872482,0.832887847,2.290586974
0,0,0,0,0,0,0.011068138,-0.005602212,-0.040085028,0,0,0,2.946830166,1.294035018,1.919360259
0,0,0,0,0,0,-0.000729736,0.006232602,-0.026527222,0,0,0,3.071019405,0.638965657,0.655208204
0,0,0,0,0,0,-0.037968073,0.016060147,-0.053453568,0,0,0,2.26872723,-0.501117535,-0.245066287
0,0,0,0,0,0,0.010037035,0.013588183,-0.015605544,0,0,0,2.031077171,-0.509481854,-1.839016461
0,0,0,0,0,0,-0.02005676,-0.019372496,0.061698437,0,0,0,-0.011035992,-0.507212163,-4.435615969
0,0,0,0,0,0,-0.018051084,-0.017435246,0.055528594,0,0,0,-0.009932393,-0.456490947,-3.992054372
0,0,0,0,0,0,0.018816074,0.004922733,0.004021462,0,0,0,-0.659034257,-0.95063685,-1.893639461
0,0,0,0,0,0,-0.008629692,-0.004086369,-0.047348843,0,0,0,1.266037,-0.018034919,-1.801065275
0,0,0,0,0,0,0.028244469,0.005387994,-0.010750984,0,0,0,1.865485418,-0.385393864,-1.663243033
0,0,0,0,0,0,-0.001209457,0.035536651,0.018211631,0,0,0,0.187487628,-0.433691961,-1.510325942
0,0,0,0,0,0,0.00583739,0.010847843,-0.014334048,0,0,0,-0.610220175,0.436644409,-0.201528991
0,0,0,0,0,0,-0.002449248,-0.012598404,0.029605461,0,0,0,-0.643770571,0.32996607,0.138282792
0,0,0,0,0,0,0.00537648,-0.004743217,-0.007425598,0,0,0,-1.067725443,0.050173622,0.330822451
0,0,0,0,0,0,0.008052992,-0.015817157,-0.010837189,0,0,0,-0.781657216,0.127713749,0.677731546
0,0,0,0,0,0,-0.000672653,-0.043969475,-0.042056529,0,0,0,-0.976998627,-0.023925407,1.022591136
0,0,0,0,0,0,0.010861181,-0.019568463,-0.019139278,0,0,0,0.792580622,0.525326701,1.438881745
0,0,0,0,0,0,-0.004256597,0.00297771,0.006212676,0,0,0,0.312911005,0.892388213,1.102857904
0,0,0,0,0,0,-0.00238286,0.006273507,0.005773315,0,0,0,0.212882158,0.916543469,1.00102897
0,0,0,0,0,0,-0.008711913,0.007819856,0.008814427,0,0,0,0.154569409,0.771518104,0.943932285
0,0,0,0,0,0,-0.020047187,0.011766177,0.060764794,0,0,0,0.831749688,-1.49601125,1.039973039
0,0,0,0,0,0,-0.031374589,-0.00540505,0.006129623,0,0,0,1.523975692,-1.313614021,0.325844438
0,0,0,0,0,0,0.006168974,0.006633398,-0.002843495,0,0,0,-0.221095579,-1.619585574,-1.278426263
0,0,0,0,0,0,0.031905387,0.065155806,-0.043438532,0,0,0,-2.97154598,1.032143893,-1.771801667
0,0,0,0,0,0,-0.005202596,0.006005413,-0.018020676,0,0,0,-5.701688377,0.360360565,-2.06691634
0,0,0,0,0,0,-0.000362211,-0.008693637,-0.002506202,0,0,0,-4.739874239,-0.832047561,-1.2067778
0,0,0,0,0,0,0.006609398,-0.036215333,-0.012965878,0,0,0,-2.599989107,-1.470718061,-0.633709734
0,0,0,0,0,0,0.01321671,-0.013001864,0.036779579,0,0,0,0.605058707,0.384226341,0.453044076
0,0,0,0,0,0,0.000625951,-0.004674516,0.013581539,0,0,0,1.040207166,1.059067407,1.4907846
0,0,0,0,0,0,0.010141773,-0.015527271,-0.004011345,0,0,0,0.792626144,-0.023039096,1.226765076
0,0,0,0,0,0,0.019497871,0.007087746,0.007493314,0,0,0,1.569517174,0.099259365,2.053164509
0,0,0,0,0,0,-0.023798395,0.011809532,-0.010267633,0,0,0,1.199648611,1.043565988,1.901064378
0,0,0,0,0,0,0.024174483,-0.021487658,-0.022866182,0,0,0,1.822030787,0.793225473,1.371497635
0,0,0,0,0,0,-0.037555676,-0.000273389,-0.05810404,0,0,0,3.769872796,0.995093423,1.139311362
0,0,0,0,0,0,-0.012108829,0.022979226,0.03385994,0,0,0,0.11554401,-0.028327553,0.206044849
0,0,0,0,0,0,-0.009615277,0.004462096,0.021321483,0,0,0,-1.662307493,0.463146528,-0.632605857
0,0,0,0,0,0,-0.006224944,-0.021383226,0.022898965,0,0,0,-1.730393563,-0.918887443,-1.568646692
0,0,0,0,0,0,0.007019234,0.007379936,-0.000848645,0,0,0,-1.465360104,-0.644144948,-1.019002265
0,0,0,0,0,0,0.006419583,0.001995601,0.013603686,0,0,0,-0.287293797,-0.2456846,-0.494413884
0,0,0,0,0,0,0.003637839,0.003938625,-0.002976661,0,0,0,0.214916445,-0.524686368,-0.146455755
0,0,0,0,0,0,0.010846597,-0.004480535,-0.004855949,0,0,0,0.756579288,-0.108108782,-0.222463562
0,0,0,0,0,0,-0.004138126,-0.002659501,-0.003200599,0,0,0,1.617157315,-0.270921305,-0.970616257
0,0,0,0,0,0,0.000464753,-0.000392019,0.002976987,0,0,0,1.424862826,-0.264146258,-0.986639311
0,0,0,0,0,0,0.001865466,0.004012855,-0.002826442,0,0,0,1.250199233,0.165051968,-0.89055369
0,0,0,0,0,0,0.001447835,-0.003665026,0.002914279,0,0,0,1.101201026,0.281690704,-0.766227039
0,0,0,0,0,0,2.68E-05,0.00322632,0.039749252,0,0,0,-1.956907253,-0.754803872,-0.494580961
0,0,0,0,0,0,0.021837157,-0.003380224,-0.048872832,0,0,0,-2.28507757,0.55965764,0.619306668
0,0,0,0,0,0,0.003502235,-0.000419179,-0.010420092,0,0,0,-2.206008665,1.399706195,1.415746992
0,0,0,0,0,0,-0.004182327,-0.01067131,0.010481751,0,0,0,-0.923247179,0.611754686,1.653493271
0,0,0,0,0,0,0.018472546,0.016743352,-0.015494938,0,0,0,1.133285723,0.755348604,1.510936205
0,0,0,0,0,0,-0.003745503,-0.014609679,-0.011237135,0,0,0,1.298156808,-0.542924028,1.244437426
0,0,0,0,0,0,-0.012961108,0.005706207,0.021940372,0,0,0,0.864513068,-0.203161133,0.567925929
0,0,0,0,0,0,-0.003369625,0.000490413,0.00468298,0,0,0,-0.875202227,-0.749093479,-0.416594196
0,0,0,0,0,0,-0.001618527,0.013112804,-0.048680423,0,0,0,-3.304215773,-0.280991844,-0.024748702
0,0,0,0,0,0,0.016835974,-0.021391093,0.007360686,0,0,0,-0.003580986,-0.36448192,1.65728892
0,0,0,0,0,0,-0.026384521,-0.003082168,0.058023179,0,0,0,-0.160654501,-0.13930143,0.296719571
0,0,0,0,0,0,-0.0080917,-0.00068679,0.023243775,0,0,0,-1.139507344,-1.00055286,-1.333876679
0,0,0,0,0,0,0.008080538,0.020313557,-0.001535779,0,0,0,0.724651838,-0.138761645,0.93615655
0,0,0,0,0,0,0.014460431,-0.020213845,-0.005070778,0,0,0,0.730721979,0.787784721,1.48093047
0,0,0,0,0,0,-0.00792219,0.010391495,-0.023677549,0,0,0,0.91532609,0.575965449,0.436152744
0,0,0,0,0,0,0.002841289,-0.045919848,-0.047308281,0,0,0,2.124344651,0.483613284,-1.301102854
0,0,0,0,0,0,-0.001929728,-0.002141266,-0.002261611,0,0,0,3.247010711,1.22746351,-1.929428261
0,0,0,0,0,0,-0.006339127,0.004374913,0.000503285,0,0,0,2.930663364,1.349553484,-1.932385435
0,0,0,0,0,0,-0.006561798,0.012899964,0.034156512,0,0,0,3.49215212,-0.386583989,-0.53636524
0,0,0,0,0,0,-0.01120497,0.021925204,0.050726955,0,0,0,1.396853757,-0.80067684,-0.163894892
0,0,0,0,0,0,-0.012400582,0.019178081,0.018015624,0,0,0,-0.255526142,-1.055789466,0.009513681
0,0,0,0,0,0,0.024091434,0.036391666,-0.02440503,0,0,0,-3.034040436,0.130565499,-1.086085014
0,0,0,0,0,0,0.003050906,0.026655678,-0.021574952,0,0,0,-6.04624002,-0.462146722,-1.002743951
0,0,0,0,0,0,0.005557862,-0.010266188,-0.009404311,0,0,0,-5.47580441,-0.611367954,-0.88571054
0,0,0,0,0,0,0.009864161,-0.0244014,-0.00362708,0,0,0,-2.285765536,-0.754845846,-0.397501424
0,0,0,0,0,0,0.007493622,-0.033116101,-0.038214848,0,0,0,2.025668159,0.359955531,0.39702321
0,0,0,0,0,0,0.006804527,-0.000415206,0.020037081,0,0,0,0.206604056,-0.243887034,-0.286019041
0,0,0,0,0,0,0.005165215,0.021453665,0.006429655,0,0,0,0.542111405,0.881233808,0.37334064
0,0,0,0,0,0,-0.010811302,0.005686439,-0.017146694,0,0,0,-0.115785257,1.04341277,0.512414552
0,0,0,0,0,0,-0.002305209,0.004219501,-0.002766945,0,0,0,-0.493015891,0.70980816,0.785111975
0,0,0,0,0,0,-0.003874729,-0.001668671,-0.005450695,0,0,0,-0.525652997,0.648882754,0.807051738
0,0,0,0,0,0,-0.00110036,0.003762836,0.00093034,0,0,0,-0.457824101,0.559191135,0.758781705
0,0,0,0,0,0,-0.00311828,-0.001254227,0.004081856,0,0,0,-0.297822555,0.433709216,0.723847099
0,0,0,0,0,0,-0.002139832,-0.004549641,0.008985588,0,0,0,-0.003505685,-0.367323905,0.874279946
0,0,0,0,0,0,-0.002976839,-0.003034176,0.009819504,0,0,0,0.853050094,-0.358952926,1.220833103
0,0,0,0,0,0,-0.005713336,-0.011926856,-0.002049444,0,0,0,1.274692412,0.187035233,0.931829999
0,0,0,0,0,0,-0.001255249,-0.002730824,-0.002060779,0,0,0,1.500193821,0.289357585,0.728192195
0,0,0,0,0,0,5.84E-05,0.000435594,0.003051271,0,0,0,0.760360225,0.415068865,0.640521909
0,0,0,0,0,0,-0.000376295,0.001807091,0.004804968,0,0,0,0.612647182,0.411360004,0.566569008
0,0,0,0,0,0,0.000554369,0.002819349,0.004991039,0,0,0,0.504611919,0.381362303,0.490110686
0,0,0,0,0,0,-0.000363705,0.002864416,0.017664268,0,0,0,0.051418693,-0.234831047,0.470440786
0,0,0,0,0,0,-0.000677554,0.000942747,0.011228624,0,0,0,-0.597166239,-1.747608219,0.44087765
0,0,0,0,0,0,0.002758204,0.000388617,0.003569391,0,0,0,-0.531622634,-1.989657004,0.504666378
0,0,0,0,0,0,-0.002555009,0.002640284,-0.000978763,0,0,0,1.640704248,0.5149367,1.183087999
0,0,0,0,0,0,-0.009947537,-0.004406842,0.015498437,0,0,0,0.728408239,-0.90022517,0.74058249
0,0,0,0,0,0,-0.0117006,-0.002508473,0.021546189,0,0,0,-0.093070699,-1.526457193,-0.778876388
0,0,0,0,0,0,0.001761011,-0.005224032,0.008548696,0,0,0,0.055413549,-1.305898786,-1.321484853
0,0,0,0,0,0,0.002156401,-0.003155072,-0.010271416,0,0,0,0.356794225,-0.86276616,-1.116628024
0,0,0,0,0,0,0.016906234,0.001082677,-0.026842052,0,0,0,0.360614513,-0.480912076,-0.988567169
0,0,0,0,0,0,0.011155504,-0.00078559,-0.032021064,0,0,0,0.791536583,1.566607031,-0.734135222
0,0,0,0,0,0,0.003232999,-0.007325711,-0.034393338,0,0,0,0.101168738,-0.506820951,0.085234972
0,0,0,0,0,0,-0.004855033,0.002658897,-0.009138136,0,0,0,1.052658391,-0.373787632,1.041618238
0,0,0,0,0,0,0.000456229,0.00476459,0.006678412,0,0,0,0.93764654,-0.07723714,1.200031513
0,0,0,0,0,0,-0.00032842,0.002688651,0.006800954,0,0,0,0.778908472,0.041199209,1.110143023
0,0,0,0,0,0,-0.010760616,0.001288179,0.032330475,0,0,0,0.426272903,0.026559783,0.849019508
0,0,0,0,0,0,-0.009044738,0.004529603,0.033717921,0,0,0,-1.034321798,-0.926667555,-0.388180783
0,0,0,0,0,0,0.000489292,-0.00072643,0.008795786,0,0,0,-1.520136604,-1.109673713,-0.78262193
0,0,0,0,0,0,0.022929935,0.050207201,-0.013894015,0,0,0,-1.917560821,0.2162965,-0.752625702
0,0,0,0,0,0,-0.006648861,0.019400283,-0.002909155,0,0,0,-4.49671458,0.513655373,-0.418397667
0,0,0,0,0,0,0.007016535,-0.059061431,-0.046607923,0,0,0,-3.059756627,-0.466417455,0.173911301
0,0,0,0,0,0,-0.015286505,-0.020408082,-0.0172632,0,0,0,-0.899563488,0.030036267,-0.215272142
0,0,0,0,0,0,-0.004948512,-0.013436675,0.013192135,0,0,0,1.415010362,-0.70984838,0.262667522
0,0,0,0,0,0,-0.000770885,-0.008549818,0.018455942,0,0,0,2.316642017,-0.372008449,0.696010324
0,0,0,0,0,0,0.005192719,0.006630426,0.015619711,0,0,0,3.138372181,0.022597739,1.202249065
0,0,0,0,0,0,0.018158601,0.008544581,0.003373166,0,0,0,0.984910722,2.632011376,0.650208786
0,0,0,0,0,0,0.000628231,0.006041906,0.009602157,0,0,0,-0.300685876,1.956693155,0.219222575
0,0,0,0,0,0,-0.002565232,-0.001761478,8.66E-05,0,0,0,-0.834957798,1.41021897,-0.030055065
0,0,0,0,0,0,-0.003058619,-0.003406806,-0.000394925,0,0,0,-0.822932774,1.131412183,-0.077326605
0,0,0,0,0,0,-0.003065507,-0.002779563,0.004467731,0,0,0,-0.742856843,0.907764595,-0.034941457
0,0,0,0,0,0,0.001122046,-0.00012191,-0.003300043,0,0,0,-0.639539387,0.750828698,-0.003704695
0,0,0,0,0,0,-0.008331174,0.002646519,0.005783017,0,0,0,-0.458788002,0.546056832,0.061639189
0,0,0,0,0,0,-0.02350975,0.000358968,0.020122707,0,0,0,-0.031474009,-0.773209945,0.188773901
0,0,0,0,0,0,-0.024232473,0.012184235,-0.037288522,0,0,0,0.218108269,-0.88364149,-0.183538235
0,0,0,0,0,0,0.001799934,0.009479845,-0.009690691,0,0,0,-0.777530274,-1.085646622,-0.204116894
0,0,0,0,0,0,-0.000236406,-0.00176029,0.010429704,0,0,0,-1.053521389,-1.246309098,-0.178961114
0,0,0,0,0,0,-0.003623577,-0.002131442,0.051904853,0,0,0,-0.493406919,-3.244864972,-1.320118515
0,0,0,0,0,0,0.012558469,-0.015287964,0.043161459,0,0,0,-1.001960962,-2.227895954,-3.032371862
0,0,0,0,0,0,-0.002535874,0.006262241,-0.019814704,0,0,0,1.445889593,1.646399507,-4.482179264
0,0,0,0,0,0,-0.000216472,-0.026093474,-0.028924549,0,0,0,2.082322322,0.362412019,-4.405547386
0,0,0,0,0,0,0.036216352,0.022783586,0.013946,0,0,0,0.421006096,-0.362598937,-3.116522367
0,0,0,0,0,0,0.011503655,-0.001050281,-0.03159661,0,0,0,0.515349656,0.553225656,0.168127654
0,0,0,0,0,0,-0.008131228,0.027655148,-0.013546629,0,0,0,7.98E-05,0.096666476,1.212856714
0,0,0,0,0,0,0.004246622,-0.008092163,0.012603613,0,0,0,-0.986028617,-0.174440813,1.92895459
0,0,0,0,0,0,0.004313059,-0.012992233,0.003247632,0,0,0,-0.087840234,0.147243857,2.138739599
0,0,0,0,0,0,-0.027357824,-0.030182694,-0.013057226,0,0,0,0.920193644,0.751468589,1.613044818
0,0,0,0,0,0,-0.004233173,-0.002717263,0.006117513,0,0,0,1.140820159,-0.826678347,-0.103702567
0,0,0,0,0,0,0.00656164,0.002436262,0.000957023,0,0,0,-0.009484677,-0.15852786,-0.312333969
0,0,0,0,0,0,0.005503757,0.002935648,-0.002635133,0,0,0,-0.268017335,0.083906816,-0.311627763
0,0,0,0,0,0,-0.001440922,0.004331467,0.002144379,0,0,0,-0.282313865,0.129041852,-0.273039454
0,0,0,0,0,0,0.003728821,-0.001713932,-0.008232549,0,0,0,-0.132489375,0.386086732,-0.195664727
0,0,0,0,0,0,-0.030666954,0.009564108,-0.008470615,0,0,0,0.639607785,-0.369137445,0.223952338
0,0,0,0,0,0,0.032546571,0.013556176,0.042954946,0,0,0,1.795445504,-0.624707195,2.068305167
0,0,0,0,0,0,0.003979997,0.014166488,0.033202845,0,0,0,0.115633886,-0.273104784,2.778115449
0,0,0,0,0,0,0.006161017,-0.006025564,0.002867399,0,0,0,0.050751045,-0.140083592,1.406894166
0,0,0,0,0,0,0.002496677,0.017180039,-0.029014798,0,0,0,0.10812261,0.489161118,1.079638232
0,0,0,0,0,0,-0.00950176,-0.000526234,0.018389235,0,0,0,-0.484304838,0.114295046,0.520624844
0,0,0,0,0,0,-0.003904501,0.000680012,-0.012436552,0,0,0,-1.650670931,-0.382939643,-2.29951134
0,0,0,0,0,0,0.009543811,0.022300991,-0.037286882,0,0,0,-2.818951111,0.188858242,-1.4197745
0,0,0,0,0,0,-0.030002759,-0.021271326,-0.055645795,0,0,0,-1.58174055,-1.213239373,-0.173094314
0,0,0,0,0,0,-6.27E-05,-0.004237494,0.035904819,0,0,0,1.66509428,-0.947994167,2.165055151
0,0,0,0,0,0,-0.007717016,0.00095131,0.035533634,0,0,0,1.879865346,0.262904116,1.561339028
0,0,0,0,0,0,-0.000662268,0.013757016,0.008408073,0,0,0,-1.139776015,1.248445712,1.77942105
0,0,0,0,0,0,-0.006437376,-0.019653482,-0.027617301,0,0,0,-0.203523763,0.67873952,1.822027589
0,0,0,0,0,0,-0.004397015,-0.007513912,-0.00952014,0,0,0,0.804682336,-0.148292052,1.344350495
0,0,0,0,0,0,0.017187705,-0.022687375,-0.001569739,0,0,0,2.452919444,-0.268102199,0.358712157
0,0,0,0,0,0,0.01181426,0.001670701,0.022379076,0,0,0,3.734966824,1.495715521,-0.203649977
0,0,0,0,0,0,0.001885829,0.01115764,0.000776434,0,0,0,2.377690148,1.55411046,-0.646194771
0,0,0,0,0,0,-0.001371799,0.009835843,-0.010908224,0,0,0,1.74776017,1.019378435,-0.913042837
